epoch,percentage
96.0,0.0033857786841078406
97.0,0.0034284831486676086
98.0,0.00346941353653962
99.0,0.003502762560439333
100.0,0.003541272351984735
101.0,0.003562329239800928
102.0,0.003582090408465264
103.0,0.0036179138494974454
104.0,0.00364252603702022
105.0,0.003671328654423288
106.0,0.0036962204421491173
107.0,0.0037088873139680414
108.0,0.003723244293084666
109.0,0.0037467333900154556
110.0,0.0037847724170017197
111.0,0.003799620036410767
112.0,0.003815906748238734
113.0,0.00383582111637535
114.0,0.0038492868140140245
115.0,0.0038637954293430092
116.0,0.003877144775778975
117.0,0.003894678969024088
118.0,0.003911915696238474
119.0,0.0039170302360550645
120.0,0.003918403224911601
121.0,0.003928226303610951
122.0,0.003945789752148875
123.0,0.003944182944272692
124.0,0.003942249191750124
125.0,0.003943384341775786
126.0,0.003936766615883505
127.0,0.003938598533188347
128.0,0.003931631977010785
129.0,0.00393558434473736
130.0,0.003949622642152898
131.0,0.003953266824352144
132.0,0.0039377809482495415
133.0,0.00393108170951851
134.0,0.003921052727155249
135.0,0.003909831647440622
136.0,0.0038889371153333903
137.0,0.0038708930760311096
138.0,0.0038491639864487847
139.0,0.003839815468796952
140.0,0.0038313222776448805
141.0,0.0038316679814103193
142.0,0.0038211595248969295
143.0,0.0038208397265816147
144.0,0.003791218407625511
145.0,0.003772978067541691
146.0,0.003764142299144023
147.0,0.0037415547565420953
148.0,0.0037166687752102586
149.0,0.0037065229949985955
150.0,0.003676317240154796
151.0,0.0036554405738752358
152.0,0.0036455431286682035
153.0,0.0036234489062328475
154.0,0.003608302034210307
155.0,0.0036067823222440203
156.0,0.003576661653404505
157.0,0.003562277205577836
158.0,0.003543398832123306
159.0,0.00353059461675416
160.0,0.0035205267762157127
161.0,0.0035190023744696626
162.0,0.003494895343224293
163.0,0.0034837917313266047
164.0,0.0034695028656779765
165.0,0.003458917586105601
166.0,0.0034470696391625585
167.0,0.003449583137793059
168.0,0.0034318535370577922
169.0,0.0034320411282483406
170.0,0.0034184689056121756
171.0,0.0034264020030667524
172.0,0.003412667871367317
173.0,0.0034218209815289956
174.0,0.0034284500968864173
175.0,0.0034332124565750375
176.0,0.003445512855603854
177.0,0.003452805463136417
178.0,0.0034602628829292466
179.0,0.0034769940072205364
180.0,0.003486715250702161
181.0,0.003537680427331428
182.0,0.0036133299247626915
183.0,0.003692082046491916
184.0,0.0037586117088655386
185.0,0.0038316088008561585
186.0,0.0038917152515362714
187.0,0.003972504747588557
188.0,0.00402519129671395
189.0,0.00407569598163499
190.0,0.004138103774242008
191.0,0.00420238301229759
192.0,0.004243318759917902
193.0,0.0042867822988308536
194.0,0.004338240572303847
195.0,0.00437938066032815
196.0,0.004423070201961142
197.0,0.004482864893948392
198.0,0.0045269325211594776
199.0,0.004585814715998417
200.0,0.004642080907020593
201.0,0.004680990223137294
202.0,0.004705186583521019
203.0,0.004458977165737688
204.0,0.004403527666362934
205.0,0.004718819103325575
206.0,0.004875878264352163
207.0,0.004661520267464
208.0,0.004416888178941194
209.0,0.004300346035198874
210.0,0.004235015616507685
211.0,0.0042113498712057955
212.0,0.004188638607747243
213.0,0.004169063243690689
214.0,0.004157945339130864
215.0,0.00413797648021985
216.0,0.004116150468522409
217.0,0.004115705832736241
218.0,0.0041010462511634335
219.0,0.004078973244398437
220.0,0.004050596950308174
221.0,0.004024397383996808
222.0,0.0039915387770666725
223.0,0.003967002295988655
224.0,0.003929458152428885
225.0,0.003899705519639397
226.0,0.0038658859545033925
227.0,0.003826683192167192
228.0,0.0037767653996851527
229.0,0.0037388831453367037
230.0,0.0037065607365595514
231.0,0.0036602053901151612
232.0,0.003618069728843877
233.0,0.003565831388670187
234.0,0.0035173299096767866
235.0,0.0034782510915200558
236.0,0.0034278681175500254
237.0,0.003380464270344179
238.0,0.0033382162776814115
239.0,0.0032927971006069955
240.0,0.0032314753269995443
241.0,0.003229649886057234
242.0,0.0031939162208091
243.0,0.003162615514051897
244.0,0.0031266826448252292
245.0,0.003093363769509712
246.0,0.0030725078722548204
247.0,0.003043071017969422
248.0,0.0030096871557057504
249.0,0.002996406816029165
250.0,0.002967029812266466
251.0,0.0029497924150835414
252.0,0.0029199477732815473
253.0,0.002906221234558872
254.0,0.0028882821569941593
255.0,0.0028693848010977294
256.0,0.002852964765530766
257.0,0.0028363721014039284
258.0,0.0028275821141896685
259.0,0.0028073148959565446
260.0,0.002803141661935384
261.0,0.0027982799235803423
262.0,0.002794547975502662
263.0,0.00278910961755953
264.0,0.0027792916752856353
265.0,0.002792179190076299
266.0,0.002800040600897345
267.0,0.002795721313734972
268.0,0.002790811337645218
269.0,0.002781229447619429
270.0,0.002790816920716365
271.0,0.0028051631803363876
272.0,0.0028140675088477434
273.0,0.002820813422053566
274.0,0.0028310876129016157
275.0,0.0028420241793105775
276.0,0.002843668505424871
277.0,0.0028682282120788614
278.0,0.0029006495528767435
279.0,0.002908893962378492
280.0,0.002915395337068064
281.0,0.0029140373108422026
282.0,0.0029319368602631923
283.0,0.0029723701314802514
284.0,0.0029871181489000307
285.0,0.0030129842942024816
286.0,0.0030202257608033353
287.0,0.0030325703777556385
